game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
64,2015-03-29,30.24383562,CLE,PHI,W (+1),37:53:00,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,20,9.2,-4
65,2015-04-02,30.25479452,CLE,MIA,W (+26),35:27:00,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,23,21.6,14
66,2015-04-05,30.2630137,CLE,CHI,W (+5),36:31:00,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,20,21.4,10
67,2015-04-08,30.27123288,CLE,MIL,W (+5),39:51:00,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,21,21.3,0
68,2015-04-10,30.27671233,CLE,BOS,L (-9),26:05:00,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,14,7.6,1
69,2015-04-13,30.28493151,CLE,DET,W (+12),32:14:00,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,21,24.7,19
1,2015-10-27,30.82465753,CLE,CHI,L (-2),36:04:00,12,22,0.545,1,5,0.2,0,3,0,0,10,10,5,1,0,1,25,18.5,1
2,2015-10-28,30.82739726,CLE,MEM,W (+30),30:48:00,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,12,8.5,10
3,2015-10-30,30.83287671,CLE,MIA,W (+10),33:56:00,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,29,21,7
4,2015-11-02,30.84109589,CLE,PHI,W (+7),33:20:00,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,22,23.9,21
5,2015-11-04,30.84657534,CLE,NYK,W (+10),35:04:00,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,23,15,14
6,2015-11-06,30.85205479,CLE,PHI,W (+6),36:20:00,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,31,29.5,24
7,2015-11-08,30.85753425,CLE,IND,W (+4),35:01:00,10,23,0.435,0,3,0,9,14,0.643,0,6,6,4,0,0,2,29,17.5,1
8,2015-11-10,30.8630137,CLE,UTA,W (+4),37:51:00,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,31,25.6,4
9,2015-11-13,30.87123288,CLE,NYK,W (+6),39:23:00,12,21,0.571,0,2,0,7,10,0.7,0,3,3,6,2,1,3,31,23.1,17
10,2015-11-14,30.8739726,CLE,MIL,L (-3),45:03:00,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,37,24.5,-2
11,2015-11-17,30.88219178,CLE,DET,L (-5),39:48:00,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,30,18,-6
12,2015-11-19,30.88767123,CLE,MIL,W (+15),34:59:00,9,13,0.692,1,1,1,8,9,0.889,3,6,9,6,0,0,4,27,24,13
13,2015-11-21,30.89315068,CLE,ATL,W (+12),33:20:00,8,15,0.533,1,2,0.5,2,2,1,2,9,11,8,0,2,3,19,19.4,17
14,2015-11-23,30.89863014,CLE,ORL,W (+14),34:58:00,7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,15,16.3,29
15,2015-11-25,30.90410959,CLE,TOR,L (-4),39:46:00,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,24,20.6,13
16,2015-11-27,30.90958904,CLE,CHO,W (+5),38:13:00,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,25,17.8,1
17,2015-11-28,30.91232877,CLE,BRK,W (+2),35:43:00,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,26,20.2,-1
18,2015-12-01,30.92054795,CLE,WAS,L (-12),37:23:00,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,24,13,-12
19,2015-12-04,30.92876712,CLE,NOP,L (-6),44:47:00,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,37,25.1,-4
20,2015-12-08,30.93972603,CLE,POR,W (+5),40:20:00,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,33,28.2,7
21,2015-12-11,30.94794521,CLE,ORL,W (+35),29:25:00,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,25,23.8,36
22,2015-12-15,30.95890411,CLE,BOS,W (+12),35:42:00,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,24,14.1,17
23,2015-12-17,30.96438356,CLE,OKC,W (+4),39:37:00,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,33,23.9,5
24,2015-12-20,30.97260274,CLE,PHI,W (+22),25:19:00,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,23,20.7,33
25,2015-12-23,30.98082192,CLE,NYK,W (+7),37:43:00,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,24,16.6,7
26,2015-12-25,30.98630137,CLE,GSW,L (-6),38:33:00,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,25,12.1,-9
27,2015-12-26,30.9890411,CLE,POR,L (-29),26:27:00,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,12,5,-29
28,2015-12-28,30.99452055,CLE,PHO,W (+4),35:23:00,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,14,12.6,3
29,2015-12-29,30.99726027,CLE,DEN,W (+6),34:23:00,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,34,23.3,3
30,2016-01-02,31.00821918,CLE,ORL,W (+25),29:13:00,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,29,25.2,28
31,2016-01-04,31.01369863,CLE,TOR,W (+22),30:41:00,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,20,20,11
32,2016-01-06,31.01917808,CLE,WAS,W (+6),39:42:00,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,34,26.9,2
33,2016-01-08,31.02465753,CLE,MIN,W (+26),32:14:00,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,13,14.4,21
34,2016-01-10,31.03013699,CLE,PHI,W (+10),37:00:00,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,37,34.8,11
35,2016-01-12,31.03561644,CLE,DAL,W (+3),41:43:00,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,27,24.2,2
36,2016-01-14,31.04109589,CLE,SAS,L (-4),37:20:00,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,22,14.1,9
37,2016-01-15,31.04383562,CLE,HOU,W (+14),36:23:00,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,19,16,10
38,2016-01-18,31.05205479,CLE,GSW,L (-34),32:53:00,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,16,11.3,-34
39,2016-01-20,31.05753425,CLE,BRK,W (+13),29:03:00,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,17,11.7,15
40,2016-01-21,31.06027397,CLE,LAC,W (+13),35:11:00,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,22,21.6,21
41,2016-01-23,31.06575342,CLE,CHI,L (-13),39:44:00,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,26,22.2,-2
42,2016-01-25,31.07123288,CLE,MIN,W (+7),38:01:00,11,15,0.733,1,1,1,2,3,0.667,0,4,4,9,1,1,5,25,21.9,1
43,2016-01-27,31.07671233,CLE,PHO,W (+22),31:01:00,7,8,0.875,0,1,0,7,7,1,0,3,3,9,0,0,2,21,22.6,16
44,2016-01-29,31.08219178,CLE,DET,W (+8),35:48:00,7,16,0.438,0,2,0,6,7,0.857,1,8,9,8,1,0,1,20,18.7,19
45,2016-01-30,31.08493151,CLE,SAS,W (+14),34:09:00,10,17,0.588,0,2,0,9,11,0.818,1,4,5,7,2,2,2,29,27.7,14
46,2016-02-01,31.09041096,CLE,IND,W (+5),43:35:00,9,22,0.409,0,5,0,6,10,0.6,2,10,12,6,2,1,1,24,20.1,-1
47,2016-02-03,31.09589041,CLE,CHO,L (-9),39:08:00,10,21,0.476,0,3,0,3,5,0.6,0,6,6,6,1,2,1,23,18.5,-9
48,2016-02-05,31.10136986,CLE,BOS,L (-1),38:05:00,9,23,0.391,0,5,0,12,17,0.706,3,4,7,4,2,1,6,30,17.5,-7
49,2016-02-06,31.10410959,CLE,NOP,W (+15),36:42:00,11,20,0.55,2,5,0.4,3,3,1,0,3,3,8,1,0,2,27,22.1,8
50,2016-02-08,31.10958904,CLE,SAC,W (+20),30:54:00,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,21,21.3,16
51,2016-02-10,31.11506849,CLE,LAL,W (+9),36:40:00,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,29,27,16
52,2016-02-18,31.1369863,CLE,CHI,W (+11),34:37:00,11,19,0.579,0,2,0,3,3,1,2,7,9,9,0,1,2,25,23.4,13
53,2016-02-21,31.14520548,CLE,OKC,W (+23),37:30:00,11,22,0.5,2,5,0.4,1,1,1,3,4,7,11,3,0,5,25,21.8,22
54,2016-02-22,31.14794521,CLE,DET,L (-8),37:30:00,5,18,0.278,0,4,0,2,2,1,1,7,8,5,3,0,6,12,3.9,-4
55,2016-02-24,31.15342466,CLE,CHO,W (+11),30:19:00,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,23,22.9,4
56,2016-02-26,31.15890411,CLE,TOR,L (-2),40:29:00,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,25,16.3,10
57,2016-02-29,31.16712329,CLE,IND,W (+4),36:49:00,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,33,22.9,12
58,2016-03-04,31.17808219,CLE,WAS,W (+25),30:23:00,7,18,0.389,1,4,0.25,4,4,1,1,12,13,8,3,0,1,19,20.7,15
59,2016-03-05,31.18082192,CLE,BOS,W (+17),36:00:00,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,28,25.2,4
60,2016-03-07,31.18630137,CLE,MEM,L (-3),37:38:00,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,28,21.9,-9
61,2016-03-09,31.19178082,CLE,SAC,W (+9),36:33:00,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,25,18.2,16
62,2016-03-10,31.19452055,CLE,LAL,W (+12),34:50:00,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,24,18.6,6
63,2016-03-13,31.20273973,CLE,LAC,W (+24),30:43:00,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,27,23.6,16
64,2016-03-14,31.20547945,CLE,UTA,L (-9),36:53:00,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,23,18.7,6
65,2016-03-18,31.21643836,CLE,ORL,W (+6),35:44:00,6,15,0.4,0,3,0,6,6,1,1,6,7,8,1,1,4,18,14.5,-5
66,2016-03-19,31.21917808,CLE,MIA,L (-21),26:38:00,13,20,0.65,0,3,0,0,0,,0,3,3,3,1,0,3,26,17.8,-23
67,2016-03-21,31.22465753,CLE,DEN,W (+33),33:26:00,12,19,0.632,1,2,0.5,8,11,0.727,3,8,11,11,0,0,3,33,31.7,38
68,2016-03-23,31.23013699,CLE,MIL,W (+9),36:55:00,9,22,0.409,1,4,0.25,7,10,0.7,5,1,6,8,2,1,2,26,23.1,12
69,2016-03-24,31.23287671,CLE,BRK,L (-9),35:04:00,13,16,0.813,1,2,0.5,3,4,0.75,1,5,6,5,1,0,4,30,25.5,-8
70,2016-03-26,31.23835616,CLE,NYK,W (+14),35:46:00,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,27,26.9,20
71,2016-03-31,31.25205479,CLE,BRK,W (+20),30:40:00,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,24,24.3,28
72,2016-04-01,31.25479452,CLE,ATL,W (+2),44:25:00,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,29,26.6,6
73,2016-04-03,31.26027397,CLE,CHO,W (+9),40:50:00,14,22,0.636,0,0,,3,3,1,3,5,8,12,2,0,5,31,28.6,10
74,2016-04-05,31.26575342,CLE,MIL,W (+29),28:04:00,7,9,0.778,1,2,0.5,2,2,1,0,5,5,9,0,1,4,17,18,22
75,2016-04-09,31.27671233,CLE,CHI,L (-3),38:33:00,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,33,27.6,7
76,2016-04-11,31.28219178,CLE,ATL,W (+15),32:25:00,13,16,0.813,3,4,0.75,5,5,1,1,5,6,6,2,1,4,34,32.3,13
1,2016-10-25,31.82191781,CLE,NYK,W (+29),32:23:00,9,14,0.643,0,3,0,1,2,0.5,3,8,11,14,0,1,4,19,22.2,27
2,2016-10-28,31.83013699,CLE,TOR,W (+3),38:40:00,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,21,14.1,0
3,2016-10-29,31.83287671,CLE,ORL,W (+6),39:00:00,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,23,20.4,1
4,2016-11-01,31.84109589,CLE,HOU,W (+8),35:51:00,6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,19,16.5,15
5,2016-11-03,31.84657534,CLE,BOS,W (+6),36:22:00,12,22,0.545,1,4,0.25,5,5,1,1,6,7,12,1,0,2,30,28.5,18
6,2016-11-05,31.85205479,CLE,PHI,W (+1),35:52:00,9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,25,22,11
7,2016-11-08,31.86027397,CLE,ATL,L (-4),36:52:00,8,17,0.471,2,5,0.4,5,5,1,2,7,9,5,3,0,1,23,22.1,7
8,2016-11-11,31.86849315,CLE,WAS,W (+11),38:06:00,9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,27,20.3,7
9,2016-11-13,31.8739726,CLE,CHO,W (+7),38:42:00,8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,19,13.8,12
10,2016-11-15,31.87945205,CLE,TOR,W (+4),38:04:00,10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,28,28.3,1
11,2016-11-18,31.88767123,CLE,DET,W (+23),28:03:00,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,21,15.7,21
12,2016-11-23,31.90136986,CLE,POR,W (+12),37:30:00,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,31,32.8,17
13,2016-11-25,31.90684932,CLE,DAL,W (+38),29:03:00,6,13,0.462,2,5,0.4,5,5,1,0,5,5,11,1,0,4,19,18.1,33
14,2016-11-27,31.91232877,CLE,PHI,W (+4),41:30:00,9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,26,24.4,2
15,2016-11-29,31.91780822,CLE,MIL,L (-17),32:53:00,8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,22,8.2,-12
16,2016-12-01,31.92328767,CLE,LAC,L (-19),33:37:00,5,14,0.357,0,2,0,6,11,0.545,1,4,5,5,2,0,5,16,7.8,-20
17,2016-12-02,31.9260274,CLE,CHI,L (-6),44:40:00,13,22,0.591,1,3,0.333,0,0,,0,5,5,13,0,0,8,27,18.6,-3
18,2016-12-05,31.93424658,CLE,TOR,W (+4),42:01:00,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,34,28.9,9
19,2016-12-07,31.93972603,CLE,NYK,W (+32),32:27:00,7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,25,24.3,32
20,2016-12-09,31.94520548,CLE,MIA,W (+30),37:19:00,12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,27,23.6,21
21,2016-12-10,31.94794521,CLE,CHO,W (+11),42:27:00,17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,44,40,-2
22,2016-12-13,31.95616438,CLE,MEM,W (+17),36:29:00,9,17,0.529,0,4,0,5,8,0.625,1,5,6,8,3,0,6,23,17.9,8
23,2016-12-17,31.96712329,CLE,LAL,W (+11),38:55:00,9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,26,24.8,17
24,2016-12-20,31.97534247,CLE,MIL,W (+6),47:29:00,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,34,29.5,8
25,2016-12-21,31.97808219,CLE,MIL,W (+11),34:25:00,12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,29,22.3,26
26,2016-12-23,31.98356164,CLE,BRK,W (+20),27:16:00,7,16,0.438,0,3,0,5,6,0.833,1,3,4,6,3,0,1,19,18,33
27,2016-12-25,31.9890411,CLE,GSW,W (+1),40:11:00,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,31,24.4,4
28,2016-12-29,32,CLE,BOS,W (+6),43:44:00,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,23,17.6,1
29,2016-12-31,32.00273973,CLE,CHO,W (+12),35:47:00,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,32,27,17
30,2017-01-02,32.00821918,CLE,NOP,W (+8),38:55:00,9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,26,19.5,-4
31,2017-01-04,32.01369863,CLE,CHI,L (-12),36:53:00,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,31,23.2,-13
32,2017-01-06,32.01917808,CLE,BRK,W (+8),35:17:00,14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,36,30.9,20
33,2017-01-08,32.02465753,CLE,PHO,W (+4),39:31:00,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,28,18.9,-2
34,2017-01-10,32.03013699,CLE,UTA,L (-8),36:55:00,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,29,24.3,-8
35,2017-01-11,32.03287671,CLE,POR,L (-16),30:31:00,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,20,16,-7
36,2017-01-13,32.03835616,CLE,SAC,W (+12),41:41:00,6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,16,17,16
37,2017-01-16,32.04657534,CLE,GSW,L (-35),35:00:00,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,20,7.8,-32
38,2017-01-19,32.05479452,CLE,PHO,W (+15),39:08:00,8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,21,25.4,14
39,2017-01-21,32.06027397,CLE,SAS,L (-3),45:20:00,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,29,21.1,-16
40,2017-01-23,32.06575342,CLE,NOP,L (-2),43:43:00,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,26,22.7,-10
41,2017-01-25,32.07123288,CLE,SAC,L (-4),44:49:00,8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,24,25.2,-1
42,2017-01-27,32.07671233,CLE,BRK,W (+8),34:14:00,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,31,26.2,22
43,2017-01-29,32.08219178,CLE,OKC,W (+16),36:50:00,9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,25,23.6,11
44,2017-01-30,32.08493151,CLE,DAL,L (-7),37:17:00,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,23,17.7,-8
45,2017-02-01,32.09041096,CLE,MIN,W (+28),34:28:00,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,27,31.5,16
46,2017-02-04,32.09863014,CLE,NYK,W (+7),39:35:00,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,32,25.5,11
47,2017-02-06,32.10410959,CLE,WAS,W (+5),42:04:00,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,32,32,0
48,2017-02-08,32.10958904,CLE,IND,W (+15),38:16:00,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,25,22,8
49,2017-02-09,32.11232877,CLE,OKC,L (-9),40:53:00,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,18,13.9,-4
50,2017-02-11,32.11780822,CLE,DEN,W (+16),33:09:00,11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,27,25.7,26
51,2017-02-14,32.1260274,CLE,MIN,W (+8),39:30:00,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,25,23.4,10
52,2017-02-15,32.12876712,CLE,IND,W (+9),32:35:00,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,31,24,9
53,2017-02-23,32.15068493,CLE,NYK,W (+15),37:06:00,7,11,0.636,0,2,0,4,6,0.667,0,13,13,15,0,3,6,18,22.4,10
54,2017-02-27,32.16164384,CLE,MIL,W (+7),37:11:00,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,24,21.8,8
55,2017-03-01,32.16712329,CLE,BOS,L (-4),40:02:00,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,28,25.5,-3
56,2017-03-03,32.17260274,CLE,ATL,W (+5),39:10:00,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,38,29.4,5
57,2017-03-06,32.18082192,CLE,MIA,L (-8),38:41:00,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,30,25.8,14
58,2017-03-09,32.1890411,CLE,DET,L (-5),39:05:00,12,22,0.545,0,6,0,5,8,0.625,4,10,14,10,1,0,3,29,27.6,18
59,2017-03-11,32.19452055,CLE,ORL,W (+12),37:34:00,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,24,23.3,12
60,2017-03-12,32.19726027,CLE,HOU,L (-5),40:10:00,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,30,19.2,-9
61,2017-03-14,32.20273973,CLE,DET,W (+32),28:24:00,6,12,0.5,0,2,0,4,5,0.8,0,11,11,12,0,0,2,16,19.3,22
62,2017-03-16,32.20821918,CLE,UTA,W (+8),38:15:00,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,33,26.1,14
63,2017-03-19,32.21643836,CLE,LAL,W (+5),37:51:00,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,34,26.5,12
64,2017-03-22,32.22465753,CLE,DEN,L (-13),34:10:00,8,12,0.667,0,2,0,2,4,0.5,2,4,6,5,0,0,4,18,13.7,-30
65,2017-03-24,32.23013699,CLE,CHO,W (+7),39:54:00,9,14,0.643,0,1,0,14,16,0.875,0,9,9,11,1,2,4,32,33,1
66,2017-03-25,32.23287671,CLE,WAS,L (-12),40:35:00,10,21,0.476,0,4,0,4,6,0.667,3,8,11,8,0,1,3,24,19.5,-11
67,2017-03-27,32.23835616,CLE,SAS,L (-29),29:32:00,7,17,0.412,0,3,0,3,6,0.5,3,5,8,8,0,0,2,17,12.7,-13
68,2017-03-30,32.24657534,CLE,CHI,L (-6),39:07:00,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,26,21.5,-3
69,2017-03-31,32.24931507,CLE,PHI,W (+17),29:56:00,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,34,27.9,31
70,2017-04-02,32.25479452,CLE,IND,W (+5),51:39:00,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,41,38.3,-1
71,2017-04-04,32.26027397,CLE,ORL,W (+20),37:06:00,7,14,0.5,0,3,0,4,6,0.667,1,10,11,11,2,1,6,18,17.5,17
72,2017-04-05,32.2630137,CLE,BOS,W (+23),38:33:00,14,22,0.636,1,4,0.25,7,7,1,2,8,10,6,1,2,3,36,32.4,32
73,2017-04-07,32.26849315,CLE,ATL,L (-14),41:25:00,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,27,24.4,-15
74,2017-04-09,32.2739726,CLE,ATL,L (-1),46:50:00,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,32,29.9,1
1,2017-10-17,32.79726027,CLE,BOS,W (+3),41:12:00,12,19,0.632,1,5,0.2,4,4,1,1,15,16,9,0,2,4,29,28.2,2
2,2017-10-20,32.80547945,CLE,MIL,W (+19),37:25:00,10,16,0.625,2,4,0.5,2,2,1,1,4,5,8,1,1,5,24,20.6,13
3,2017-10-21,32.80821918,CLE,ORL,L (-21),31:12:00,8,15,0.533,1,3,0.333,5,6,0.833,0,4,4,2,1,1,1,22,17.6,-31
4,2017-10-24,32.81643836,CLE,CHI,W (+7),37:15:00,13,20,0.65,4,6,0.667,4,5,0.8,0,2,2,13,3,0,2,34,35.1,7
5,2017-10-25,32.81917808,CLE,BRK,L (-5),41:22:00,12,20,0.6,1,2,0.5,4,8,0.5,1,9,10,13,0,4,8,29,25.1,-2
6,2017-10-28,32.82739726,CLE,NOP,L (-22),30:46:00,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,8,0,0,4,18,13.6,-10
7,2017-10-29,32.83013699,CLE,NYK,L (-19),39:28:00,7,15,0.467,1,4,0.25,1,1,1,1,9,10,7,2,0,4,16,13.8,-17
8,2017-11-01,32.83835616,CLE,IND,L (-17),37:28:00,14,22,0.636,1,5,0.2,4,5,0.8,1,5,6,11,2,1,8,33,27,-12
9,2017-11-03,32.84383562,CLE,WAS,W (+8),42:41:00,23,34,0.676,2,4,0.5,9,9,1,5,6,11,7,3,2,3,57,53.2,6
10,2017-11-05,32.84931507,CLE,ATL,L (-2),40:35:00,10,17,0.588,0,3,0,6,6,1,2,3,5,13,1,2,6,26,24.3,-4
11,2017-11-07,32.85479452,CLE,MIL,W (+5),36:42:00,10,20,0.5,2,4,0.5,8,10,0.8,1,7,8,9,3,0,1,30,29.9,6
12,2017-11-09,32.86027397,CLE,HOU,L (-4),40:01:00,15,24,0.625,1,4,0.25,2,3,0.667,0,4,4,7,1,1,8,33,20,5
13,2017-11-11,32.86575342,CLE,DAL,W (+7),41:47:00,6,14,0.429,1,3,0.333,6,8,0.75,1,10,11,4,0,1,6,19,10.8,5
14,2017-11-13,32.87123288,CLE,NYK,W (+3),36:16:00,7,14,0.5,2,4,0.5,7,10,0.7,3,6,9,12,0,3,5,23,23.8,2
15,2017-11-15,32.87671233,CLE,CHO,W (+8),36:38:00,12,24,0.5,4,7,0.571,3,3,1,2,4,6,8,2,1,3,31,25.3,1
16,2017-11-17,32.88219178,CLE,LAC,W (+5),46:08:00,17,26,0.654,4,9,0.444,1,5,0.2,1,13,14,6,0,0,6,39,28.8,1
17,2017-11-20,32.89041096,CLE,DET,W (+28),27:16:00,7,14,0.5,3,5,0.6,1,1,1,0,2,2,8,1,1,0,18,18.1,21
18,2017-11-22,32.89589041,CLE,BRK,W (+10),33:26:00,11,17,0.647,4,7,0.571,7,9,0.778,1,5,6,5,2,0,3,33,28.6,20
19,2017-11-24,32.90136986,CLE,CHO,W (+1),39:34:00,10,20,0.5,3,8,0.375,4,7,0.571,1,15,16,13,0,3,3,27,28.4,-2
20,2017-11-27,32.90958904,CLE,PHI,W (+22),31:03:00,12,23,0.522,3,7,0.429,3,4,0.75,3,11,14,6,0,0,3,30,24.9,1
